price,is_cust_build,grade,view,waterfront,bedrooms,bathrooms,floors,sqft_living15,sqft_above,has_basement,years_since_renovated,condition
275000.0,0,7,0.0,0.0,4,2.5,2.0,2120,2120,0,0.0,3
248500.0,0,7,0.0,0.0,3,1.75,1.0,1700,2090,0,0.0,4
350000.0,0,8,0.0,0.0,3,2.5,2.0,2340,2680,0,11.0,3
390000.0,0,7,0.0,0.0,4,2.75,1.0,1250,1220,1,0.0,3
390000.0,0,7,0.0,0.0,3,2.75,1.0,1880,1250,1,0.0,3
660000.0,0,9,0.0,0.0,5,2.25,1.5,2180,3740,0,0.0,4
310000.0,0,7,0.0,0.0,3,1.75,1.0,1140,1140,0,0.0,5
717000.0,0,9,0.0,0.0,3,2.5,2.0,2480,2480,0,0.0,3
260000.0,0,7,0.0,0.0,5,2.5,1.0,2240,1410,1,0.0,3
745000.0,0,7,0.0,0.0,3,2.0,1.0,1230,1490,1,0.0,4
470000.0,0,7,0.0,0.0,4,2.5,1.0,2160,1320,1,0.0,4
429000.0,0,8,0.0,0.0,3,2.5,2.0,2340,2530,0,0.0,3
220000.0,0,7,0.0,0.0,4,2.0,1.0,1610,1400,0,0.0,3
497000.0,0,8,0.0,0.0,3,3.0,2.0,1910,1400,0,0.0,3
716100.0,0,7,0.0,0.0,3,1.0,1.5,2140,1640,0,0.0,5
371000.0,0,6,0.0,0.0,4,1.0,1.5,2430,1960,0,0.0,3
379000.0,0,7,0.0,0.0,5,2.75,1.0,2170,1500,1,0.0,4
937500.0,0,7,0.0,0.0,3,1.0,1.0,2790,1320,0,0.0,4
720000.0,0,7,0.0,0.0,4,2.0,1.5,1740,1760,0,0.0,5
616000.0,0,7,1.0,0.0,3,3.25,2.0,1560,1420,1,0.0,5
259000.0,0,7,0.0,0.0,3,2.0,1.0,1530,1390,0,0.0,3
538000.0,0,6,0.0,0.0,3,1.75,1.5,1720,1100,1,0.0,4
605000.0,0,8,0.0,0.0,3,2.75,1.5,2820,3230,0,0.0,4
369950.0,0,7,0.0,0.0,3,1.0,1.0,1260,1110,0,0.0,3
310000.0,0,7,0.0,0.0,3,2.5,2.0,1670,1670,0,0.0,3
227500.0,0,7,0.0,0.0,3,1.0,1.0,1210,1540,0,0.0,4
274000.0,0,9,0.0,0.0,4,2.25,1.0,2260,1670,1,0.0,3
410000.0,0,7,0.0,0.0,3,2.0,1.0,1770,1410,0,0.0,3
354800.0,0,7,0.0,0.0,3,2.0,1.0,1620,1370,0,0.0,5
650000.0,0,8,0.0,0.0,4,2.25,1.0,1810,1300,1,0.0,3
353000.0,0,7,0.0,0.0,3,2.0,1.0,1550,1678,0,0.0,3
224975.0,0,6,0.0,0.0,3,1.0,1.0,1160,960,0,0.0,4
600000.0,0,7,1.0,0.0,2,1.75,1.0,2440,2080,0,0.0,3
437500.0,0,7,0.0,0.0,3,2.25,1.0,1610,1340,1,0.0,4
567000.0,0,9,0.0,0.0,3,2.5,2.0,2540,2540,0,0.0,3
225000.0,0,7,0.0,0.0,5,1.5,2.0,2040,1790,0,0.0,3
255000.0,0,6,0.0,0.0,2,1.0,1.0,1900,940,0,0.0,3
370000.0,0,6,0.0,0.0,2,1.0,1.0,1060,900,0,0.0,3
675000.0,0,8,0.0,0.0,4,1.75,1.0,2280,1140,1,0.0,3
285000.0,0,7,0.0,0.0,3,1.0,1.0,1370,1040,1,0.0,3
310000.0,0,7,0.0,0.0,3,1.75,1.0,2011,1420,1,0.0,4
475000.0,0,7,0.0,0.0,4,2.5,1.0,1740,1140,1,0.0,4
410000.0,0,7,0.0,0.0,4,2.5,2.0,2580,3320,0,0.0,4
895000.0,0,8,0.0,0.0,4,2.25,1.0,2600,1330,1,0.0,3
375000.0,0,6,0.0,0.0,3,1.5,1.0,1130,790,1,0.0,3
349000.0,0,7,0.0,0.0,4,2.5,2.0,1830,1830,0,0.0,3
650500.0,0,8,0.0,0.0,3,1.75,1.5,1740,1740,0,0.0,3
760000.0,0,7,0.0,0.0,3,1.75,1.0,1880,1410,0,0.0,4
480000.0,0,7,0.0,0.0,4,2.75,1.0,1440,1180,1,0.0,4
689000.0,0,10,0.0,0.0,4,2.75,2.0,3200,3220,0,0.0,3
415000.0,0,6,0.0,0.0,3,1.75,1.0,1790,980,1,0.0,5
195000.0,0,7,0.0,0.0,3,1.75,1.0,1350,1070,0,0.0,4
318000.0,0,7,0.0,0.0,5,2.5,1.0,2700,1410,1,0.0,4
404000.0,0,9,0.0,0.0,4,3.0,1.0,2950,2030,1,0.0,3
339950.0,0,6,0.0,0.0,2,1.0,1.0,1400,800,0,0.0,4
215000.0,0,7,0.0,0.0,3,1.0,1.0,1560,1260,0,0.0,3
339900.0,0,8,0.0,0.0,3,2.5,2.0,2260,2420,0,0.0,3
285000.0,0,7,0.0,0.0,1,1.5,2.0,1320,810,0,0.0,4
550000.0,0,7,0.0,0.0,3,1.0,1.5,1380,1110,1,0.0,3
430000.0,0,7,0.0,0.0,4,1.0,1.5,1940,1350,0,0.0,4
219000.0,0,6,0.0,0.0,3,1.0,1.0,1150,970,0,0.0,3
555000.0,0,7,0.0,0.0,2,1.5,1.0,1690,1080,1,0.0,4
233000.0,0,7,0.0,0.0,3,2.0,1.0,1470,1350,0,0.0,3
248000.0,0,8,0.0,0.0,3,1.75,1.0,1910,1270,1,0.0,4
454000.0,0,8,0.0,0.0,5,2.25,1.0,2090,1580,1,0.0,4
950000.0,0,8,0.0,0.0,4,2.5,2.0,2090,1700,0,20.0,3
359000.0,0,8,0.0,0.0,3,2.5,2.0,2160,1730,1,0.0,5
407500.0,0,7,0.0,0.0,5,2.0,1.5,2130,2210,1,0.0,3
224000.0,0,7,0.0,0.0,3,1.5,1.0,1460,1040,1,0.0,4
210000.0,0,7,0.0,0.0,2,1.0,1.0,1040,1040,0,0.0,3
261000.0,0,7,0.0,0.0,4,1.75,1.0,1410,1820,0,0.0,5
719000.0,0,9,0.0,0.0,3,3.0,3.0,1466,1833,0,0.0,3
440000.0,0,8,0.0,0.0,3,2.5,2.0,1500,2160,0,0.0,3
525000.0,0,9,0.0,0.0,3,2.75,2.0,2240,1510,1,0.0,3
375000.0,0,7,0.0,0.0,3,1.5,2.0,1510,1370,0,0.0,3
428000.0,0,8,0.0,0.0,2,2.5,2.0,1414,1414,0,0.0,3
988830.0,0,9,0.0,0.0,5,3.25,2.0,3950,4115,0,0.0,3
199950.0,0,7,0.0,0.0,3,1.75,1.0,1760,1550,0,0.0,4
840000.0,0,8,0.0,0.0,4,2.25,1.5,1800,1750,1,0.0,3
285000.0,0,7,0.0,0.0,3,1.75,1.0,1670,1160,0,0.0,4
330000.0,0,7,0.0,0.0,5,2.5,2.0,3193,3597,0,0.0,3
147500.0,0,7,0.0,0.0,3,1.5,1.0,1970,1230,0,0.0,3
320000.0,0,8,0.0,0.0,4,2.5,2.0,2190,2190,0,0.0,5
382500.0,0,7,0.0,0.0,3,1.75,1.0,1750,1040,0,0.0,4
596000.0,0,8,0.0,0.0,4,2.25,1.0,2270,1720,1,0.0,5
220000.0,0,8,0.0,0.0,4,2.25,2.0,1910,1950,0,0.0,4
325000.0,0,8,0.0,0.0,3,2.5,2.0,1970,1880,0,0.0,3
679950.0,0,9,0.0,0.0,4,2.5,2.0,2850,2850,0,0.0,3
175000.0,0,7,0.0,0.0,2,1.0,1.0,1120,1160,0,0.0,3
268000.0,0,7,1.0,0.0,3,1.75,1.0,1720,1370,0,0.0,4
715000.0,0,10,0.0,0.0,4,3.5,2.0,3470,3260,0,0.0,3
600000.0,0,8,0.0,0.0,7,2.25,2.0,2460,3170,0,0.0,3
475000.0,0,8,2.0,0.0,2,1.75,1.0,2350,1490,0,0.0,3
700000.0,0,7,0.0,0.0,3,1.5,1.0,3320,1460,0,0.0,4
275000.0,0,7,0.0,0.0,3,1.75,1.0,1930,1300,0,0.0,3
369500.0,0,7,0.0,0.0,3,1.75,1.0,1930,1300,0,0.0,3
215000.0,0,7,0.0,0.0,4,2.0,1.0,1720,1040,1,0.0,4
593450.0,0,8,0.0,0.0,4,2.25,2.0,1910,2130,0,0.0,4
498800.0,0,8,0.0,0.0,2,1.75,1.0,1680,1350,0,0.0,3
849000.0,0,8,0.0,0.0,5,3.25,2.0,1620,1770,1,6.0,3
1150000.0,0,9,0.0,0.0,4,2.5,2.0,1790,1940,0,0.0,4
825000.0,0,9,2.0,0.0,5,2.5,2.0,3010,2890,0,0.0,3
265000.0,0,8,0.0,0.0,3,1.75,1.0,1730,1340,1,0.0,3
285000.0,0,8,0.0,0.0,4,2.25,1.0,1650,1220,1,0.0,4
240000.0,0,7,0.0,0.0,3,1.75,1.0,1680,1190,1,0.0,3
261000.0,0,7,0.0,0.0,4,1.0,1.0,1230,1390,0,0.0,3
330000.0,0,8,0.0,0.0,4,1.75,1.0,2180,1610,1,0.0,3
250000.0,0,7,0.0,0.0,4,2.0,1.0,1620,1540,1,0.0,4
350000.0,0,8,0.0,0.0,4,2.5,2.0,1970,2800,0,0.0,3
930000.0,0,10,0.0,0.0,3,2.5,1.5,3450,3780,0,0.0,3
275000.0,0,7,0.0,0.0,3,2.0,1.0,1780,1000,1,0.0,4
325000.0,0,7,0.0,0.0,4,2.25,1.0,2090,1230,1,0.0,3
255000.0,0,7,1.0,0.0,1,1.0,1.0,1920,590,1,0.0,3
562200.0,0,7,0.0,0.0,3,1.5,1.0,1810,1500,1,0.0,4
952000.0,0,10,3.0,0.0,2,1.75,1.0,3490,2320,1,0.0,3
365000.0,0,8,0.0,0.0,3,2.5,1.0,2350,1570,1,0.0,5
332900.0,0,7,0.0,0.0,3,1.5,1.0,1190,1190,0,0.0,4
721000.0,0,8,0.0,0.0,3,2.25,2.0,2590,2040,0,0.0,4
487275.0,0,8,0.0,0.0,4,2.5,2.0,2070,2400,0,0.0,3
310000.0,0,7,0.0,0.0,3,2.5,2.0,1610,1670,0,0.0,3
245000.0,0,6,0.0,0.0,2,1.0,1.0,1700,990,0,0.0,3
325000.0,0,7,0.0,0.0,3,1.75,1.0,1560,2920,0,0.0,4
550000.0,0,8,0.0,0.0,3,1.75,1.0,2850,1840,0,0.0,3
350000.0,0,7,0.0,0.0,2,1.0,1.5,1270,910,0,0.0,4
599000.0,0,8,0.0,0.0,5,2.5,2.0,1480,2950,0,0.0,3
259950.0,0,7,0.0,0.0,3,1.5,1.0,1845,1240,0,0.0,4
240000.0,0,7,0.0,0.0,4,2.5,2.0,1600,1980,0,0.0,3
186000.0,0,7,0.0,0.0,3,1.0,1.0,1230,1200,0,0.0,4
395000.0,0,7,0.0,0.0,3,1.5,1.0,1470,1280,0,0.0,3
475000.0,0,9,0.0,0.0,4,2.5,2.0,3100,3150,0,0.0,3
815000.0,0,10,0.0,0.0,5,3.5,2.0,3110,3500,0,0.0,3
572000.0,0,7,0.0,0.0,3,1.5,1.0,1760,1680,0,0.0,4
419500.0,0,7,0.0,0.0,3,2.5,2.0,1090,1360,0,0.0,3
298700.0,0,8,0.0,0.0,3,2.25,1.0,2640,1530,1,0.0,3
549000.0,0,7,4.0,1.0,2,1.0,1.0,1156,1159,1,0.0,5
278000.0,0,7,0.0,0.0,3,1.5,1.0,1900,1120,1,0.0,3
455000.0,0,6,0.0,0.0,4,2.0,1.5,1300,1470,1,6.0,3
925000.0,0,9,2.0,0.0,5,3.5,1.0,3210,2230,0,0.0,4
465000.0,0,8,0.0,0.0,2,1.5,3.0,1370,1120,0,0.0,3
620000.0,0,8,0.0,0.0,4,4.0,2.0,2380,2120,1,0.0,3
499900.0,0,8,0.0,0.0,4,2.25,1.0,2320,1640,0,0.0,3
620000.0,0,8,0.0,0.0,5,3.0,1.0,2090,1270,1,6.0,3
450000.0,0,7,0.0,0.0,3,1.75,1.0,1530,1040,1,0.0,3
690000.0,0,10,0.0,0.0,4,3.5,2.0,2650,2220,1,0.0,3
1900000.0,0,9,0.0,0.0,5,2.25,2.0,3740,3120,0,0.0,4
1940000.0,0,9,0.0,0.0,5,2.25,2.0,3740,3120,0,0.0,4
832500.0,0,7,0.0,0.0,3,2.0,1.0,1970,1870,0,23.0,4
245000.0,0,7,0.0,0.0,3,1.0,1.0,1010,1010,0,0.0,5
369000.0,0,8,0.0,0.0,4,2.75,2.0,2420,2420,0,0.0,3
1050000.0,0,9,0.0,0.0,4,3.25,2.0,4080,3830,0,0.0,3
653000.0,0,10,2.0,0.0,3,3.0,3.0,1820,3040,0,0.0,3
220650.0,0,7,0.0,0.0,2,1.75,1.0,1340,1460,0,0.0,3
300000.0,0,8,0.0,0.0,5,3.0,1.0,1940,1200,1,0.0,3
970000.0,0,10,2.0,0.0,4,3.5,2.0,2150,3780,0,0.0,3
360000.0,0,7,0.0,0.0,4,2.5,2.0,2240,1950,0,0.0,3
672500.0,0,9,0.0,0.0,3,2.5,2.0,2450,2450,0,0.0,3
440000.0,0,8,0.0,0.0,4,1.5,1.5,1380,1690,0,0.0,3
1400000.0,0,10,2.0,0.0,3,2.5,2.0,2030,2550,0,7.0,3
590000.0,0,9,0.0,0.0,4,2.5,2.0,2340,2290,0,0.0,3
359000.0,0,7,0.0,0.0,4,2.25,1.0,1700,1850,1,0.0,4
266500.0,0,7,0.0,0.0,4,1.75,1.0,1840,1180,1,0.0,4
635000.0,0,8,0.0,0.0,4,2.5,2.0,2030,2930,0,0.0,3
559000.0,0,9,0.0,0.0,3,2.5,2.0,2220,3110,0,0.0,3
895000.0,0,10,0.0,0.0,4,2.5,2.0,3630,3480,0,0.0,3
625000.0,0,7,0.0,0.0,2,1.5,1.0,2970,1110,0,0.0,3
650000.0,0,7,0.0,0.0,4,2.25,1.0,1530,1880,1,0.0,4
312500.0,0,7,0.0,0.0,4,1.75,1.0,2120,1280,1,0.0,3
225000.0,0,6,0.0,0.0,3,1.0,1.0,1240,790,1,0.0,3
425000.0,0,7,0.0,0.0,4,1.75,1.0,1920,1330,1,0.0,3
329999.0,0,7,0.0,0.0,3,2.75,1.0,2580,1820,1,0.0,4
572000.0,0,8,0.0,0.0,5,2.25,2.0,2140,2340,0,0.0,3
386500.0,0,8,0.0,0.0,4,2.5,2.0,3110,3110,0,0.0,3
452000.0,0,6,0.0,0.0,2,1.0,1.0,1270,980,0,0.0,3
278000.0,0,7,0.0,0.0,4,2.0,1.0,1480,1480,0,0.0,3
474900.0,0,8,0.0,0.0,3,2.25,1.0,2480,1800,0,0.0,4
450000.0,0,8,0.0,0.0,2,1.75,1.0,2130,1500,1,0.0,3
611000.0,0,7,0.0,0.0,2,1.0,1.0,1670,1100,1,0.0,3
214100.0,0,7,0.0,0.0,2,2.5,2.0,1880,1150,0,0.0,3
317000.0,0,8,0.0,0.0,3,2.5,2.0,2000,1840,0,0.0,3
1000000.0,0,9,1.0,0.0,4,3.5,2.0,2850,2060,1,0.0,4
1000000.0,0,7,1.0,0.0,5,2.75,2.0,2190,1510,0,0.0,4
525000.0,0,8,0.0,0.0,4,2.5,2.0,2590,3070,0,0.0,3
436000.0,0,8,0.0,0.0,3,2.25,2.0,1630,1800,0,0.0,3
450000.0,0,8,0.0,0.0,3,1.75,1.0,1990,1540,0,0.0,3
588500.0,0,8,0.0,0.0,3,1.75,1.0,2570,1970,1,0.0,3
340000.0,0,7,0.0,0.0,4,1.75,1.0,1420,1400,0,0.0,3
482000.0,0,8,0.0,0.0,4,2.5,1.5,1696,1976,1,0.0,3
749000.0,0,8,0.0,0.0,3,2.5,2.0,1810,3380,0,17.0,3
330000.0,0,8,0.0,0.0,3,1.5,1.0,1800,1440,0,0.0,4
568000.0,0,8,0.0,0.0,3,2.5,3.0,1740,1740,0,0.0,3
239000.0,0,7,0.0,0.0,3,1.75,1.0,1430,1470,0,0.0,4
528000.0,0,8,0.0,0.0,3,2.5,2.0,2470,2810,0,0.0,3
385000.0,0,7,0.0,0.0,4,3.0,1.0,2090,1350,1,0.0,3
825000.0,0,10,2.0,0.0,4,3.25,2.0,2760,2570,1,0.0,4
815000.0,0,9,1.0,0.0,5,3.25,2.0,1520,2350,1,0.0,3
625000.0,0,9,0.0,0.0,4,2.5,2.0,2080,2601,0,0.0,3
690000.0,0,8,3.0,0.0,3,1.75,1.0,2200,1340,1,0.0,3
210000.0,0,7,0.0,0.0,3,1.0,1.0,1540,1270,1,0.0,3
599000.0,0,7,0.0,0.0,4,1.0,1.5,2230,1590,0,0.0,3
860000.0,0,8,0.0,0.0,3,1.75,1.0,1630,1310,1,0.0,3
147200.0,0,6,0.0,0.0,3,1.0,1.0,1400,1420,0,0.0,4
476900.0,0,6,0.0,0.0,3,1.0,1.5,1460,960,1,0.0,4
450000.0,0,8,0.0,0.0,4,2.5,1.0,2360,1590,1,0.0,4
570000.0,0,8,0.0,0.0,4,2.5,2.0,2400,2640,0,0.0,3
567500.0,0,7,0.0,0.0,3,1.0,1.5,1440,1440,0,0.0,4
790000.0,0,9,2.0,0.0,5,3.25,2.0,2890,2130,1,0.0,3
875000.0,0,7,0.0,0.0,3,1.5,1.0,3020,1820,0,0.0,4
490000.0,0,9,0.0,0.0,3,2.0,2.0,2300,1640,1,0.0,3
335000.0,0,7,0.0,0.0,3,1.75,1.0,1980,1410,1,0.0,4
550000.0,0,8,0.0,0.0,3,1.75,1.0,2290,1670,0,0.0,4
385000.0,0,7,0.0,0.0,3,1.75,1.0,1230,940,1,0.0,4
395000.0,0,7,0.0,0.0,3,1.75,1.0,1700,1210,1,0.0,3
650000.0,0,8,0.0,0.0,2,1.0,1.0,1570,1030,0,0.0,5
637000.0,0,9,0.0,0.0,4,2.75,2.0,2900,2900,0,0.0,3
692500.0,0,9,0.0,0.0,3,2.25,1.0,2290,1710,1,16.0,3
322400.0,0,8,0.0,0.0,3,1.75,1.0,1990,1710,0,0.0,4
233500.0,0,6,0.0,0.0,3,1.5,1.0,1400,1580,0,0.0,4
400000.0,0,7,0.0,0.0,3,2.0,1.0,1570,990,1,0.0,3
547000.0,0,7,0.0,0.0,5,2.5,1.5,1300,1420,1,0.0,5
519000.0,0,8,1.0,0.0,5,2.25,1.0,2570,1470,1,28.0,3
1030000.0,0,10,2.0,0.0,4,3.5,1.0,3240,2040,0,0.0,4
365000.0,0,7,0.0,0.0,3,1.0,1.0,1340,1090,0,0.0,4
699000.0,0,8,0.0,0.0,5,2.75,2.0,2730,2970,0,0.0,4
525000.0,0,8,0.0,0.0,3,1.75,1.0,1910,1970,0,0.0,4
430000.0,0,9,0.0,0.0,4,3.0,2.0,2810,2450,1,0.0,3
325000.0,0,7,0.0,0.0,3,1.0,1.0,2050,1600,0,0.0,3
279000.0,0,6,0.0,0.0,2,1.0,1.0,760,670,0,0.0,5
805000.0,0,7,0.0,0.0,4,1.75,2.0,1810,1660,1,0.0,5
419950.0,0,7,0.0,0.0,3,3.0,1.5,1730,1540,1,0.0,3
425000.0,0,6,0.0,0.0,2,1.0,1.0,1180,620,0,0.0,3
446000.0,0,7,0.0,0.0,4,1.75,2.0,1700,1730,0,0.0,5
455000.0,0,7,0.0,0.0,5,2.0,1.0,2060,1040,1,0.0,3
226550.0,0,6,0.0,0.0,3,1.0,1.0,990,990,0,0.0,3
764000.0,0,8,0.0,0.0,3,2.0,1.5,1220,1420,0,0.0,5
439950.0,0,8,0.0,0.0,3,2.25,2.0,2430,2170,0,0.0,4
453000.0,0,8,0.0,0.0,4,2.0,1.0,1610,1880,0,0.0,3
219950.0,0,7,0.0,0.0,3,1.0,1.0,1420,1300,0,0.0,3
702500.0,0,7,0.0,0.0,3,1.5,2.0,1320,1930,1,0.0,5
285000.0,0,8,0.0,0.0,3,1.5,1.0,2460,1780,0,0.0,4
798750.0,0,8,0.0,0.0,2,2.25,3.0,1800,2160,0,0.0,3
320000.0,0,7,2.0,0.0,2,1.0,1.0,1620,950,0,0.0,3
425000.0,0,8,0.0,0.0,3,1.75,1.5,1920,1680,0,0.0,3
540000.0,0,9,0.0,0.0,4,2.5,2.0,2570,2290,0,0.0,3
1170000.0,0,8,0.0,0.0,4,3.75,3.0,2040,3920,0,0.0,3
576000.0,0,7,0.0,0.0,3,1.75,1.0,2020,1500,0,0.0,4
525000.0,0,7,0.0,0.0,3,1.75,1.0,1700,1140,1,0.0,3
324950.0,0,7,0.0,0.0,4,2.5,2.0,2641,2641,0,0.0,3
600000.0,0,9,0.0,0.0,3,2.5,2.0,2760,3930,1,0.0,3
464000.0,0,8,0.0,0.0,3,2.5,1.0,1745,1520,1,0.0,4
266000.0,0,8,0.0,0.0,4,2.25,2.0,1880,1995,0,0.0,4
775000.0,0,10,0.0,0.0,3,2.5,2.0,3240,3010,0,0.0,3
415000.0,0,7,0.0,0.0,3,1.75,1.0,1220,1270,0,6.0,3
550000.0,0,9,3.0,0.0,4,2.75,2.0,3080,3080,0,0.0,3
235000.0,0,7,0.0,0.0,3,2.25,2.0,1670,1670,0,0.0,3
280000.0,0,7,0.0,0.0,3,2.0,1.0,1530,1470,0,0.0,3
459000.0,0,7,0.0,0.0,3,1.75,1.0,1800,1260,1,0.0,3
195000.0,0,7,0.0,0.0,3,1.0,1.0,1240,1070,0,0.0,4
235000.0,0,7,0.0,0.0,3,1.5,1.0,1500,1080,1,0.0,4
711800.0,0,8,0.0,0.0,4,2.25,1.0,2720,2410,0,0.0,4
440000.0,0,7,0.0,0.0,3,2.5,3.0,1290,1040,0,0.0,3
515000.0,0,7,0.0,0.0,2,1.0,1.0,1060,970,0,0.0,4
1200000.0,0,8,0.0,0.0,5,2.75,1.5,2940,2910,0,0.0,3
560000.0,0,8,0.0,0.0,3,1.75,1.5,1970,2340,0,0.0,4
340000.0,0,7,0.0,0.0,3,1.75,1.0,1870,1330,1,0.0,3
600000.0,0,6,0.0,0.0,2,1.0,1.5,1884,970,1,0.0,3
764000.0,0,9,0.0,0.0,4,2.5,2.0,2780,2790,0,0.0,3
337000.0,0,8,0.0,0.0,4,2.0,1.0,2090,1590,0,0.0,3
1390000.0,0,10,4.0,0.0,6,2.75,1.0,3690,2850,1,0.0,4
249000.0,0,6,0.0,0.0,4,1.0,1.0,1580,1060,1,0.0,3
350000.0,0,8,0.0,0.0,3,3.0,1.0,3090,2360,1,0.0,3
269950.0,0,7,0.0,0.0,3,2.25,1.0,1510,1150,1,0.0,4
735000.0,0,7,0.0,0.0,3,1.75,1.0,2730,1880,0,0.0,3
1300000.0,0,8,0.0,0.0,4,2.5,2.0,2560,2070,1,0.0,4
475000.0,0,8,0.0,0.0,4,2.25,2.0,2110,2110,0,0.0,4
339000.0,0,9,0.0,0.0,3,2.0,1.5,2430,2350,0,0.0,3
600000.0,0,8,2.0,0.0,4,3.5,1.0,2790,1660,1,0.0,3
397500.0,0,7,0.0,0.0,4,1.75,1.0,940,1320,1,0.0,3
460000.0,0,7,0.0,0.0,3,2.0,2.0,2010,1760,0,0.0,4
370000.0,0,7,0.0,0.0,4,2.75,1.0,1210,1120,1,0.0,5
250000.0,0,6,0.0,0.0,4,1.0,1.5,1370,1550,0,0.0,3
430000.0,0,8,0.0,0.0,2,2.25,2.0,1560,1040,0,0.0,3
1090000.0,0,8,0.0,0.0,3,1.5,1.5,2560,1660,1,0.0,5
670000.0,0,8,0.0,0.0,3,1.75,1.0,1600,1850,0,0.0,3
461550.0,0,7,0.0,0.0,3,1.5,1.0,2180,1790,1,0.0,3
479990.0,0,8,0.0,0.0,3,2.5,2.0,1690,1390,1,0.0,3
643000.0,0,8,0.0,0.0,4,2.5,2.0,2280,2518,0,0.0,3
607000.0,0,8,0.0,0.0,3,2.75,2.0,1890,2040,1,0.0,3
625000.0,0,9,0.0,0.0,3,2.5,1.0,2440,2600,0,0.0,3
731100.0,0,8,0.0,0.0,3,2.5,1.0,1990,1160,1,10.0,3
859000.0,0,8,3.0,0.0,3,2.5,2.0,3150,2920,0,0.0,4
435000.0,0,8,0.0,0.0,4,2.5,2.0,2220,2130,0,0.0,4
465000.0,0,8,0.0,0.0,3,3.0,1.0,1890,1420,1,30.0,3
740000.0,0,7,0.0,0.0,3,1.0,1.5,1250,1230,0,0.0,3
740000.0,0,9,0.0,0.0,3,1.75,1.0,3050,2020,0,0.0,4
250000.0,0,7,0.0,0.0,3,2.0,1.0,1430,990,1,0.0,3
656000.0,0,7,0.0,0.0,2,2.5,3.0,2180,1820,1,0.0,3
300000.0,0,8,0.0,0.0,4,2.5,2.0,1910,1910,0,0.0,3
643000.0,0,7,0.0,0.0,3,1.5,1.0,2740,1780,0,0.0,3
311000.0,0,7,0.0,0.0,4,2.5,2.0,2300,2690,0,0.0,3
360000.0,0,7,0.0,0.0,3,1.75,1.0,1480,1330,0,0.0,4
475000.0,0,8,0.0,0.0,4,2.5,1.0,1630,1700,1,0.0,4
469950.0,0,8,0.0,0.0,3,3.25,3.0,1520,1760,0,0.0,3
240000.0,0,7,0.0,0.0,3,1.75,1.0,1890,1570,0,0.0,3
232000.0,0,6,0.0,0.0,2,1.0,1.0,960,810,1,0.0,3
350000.0,0,7,0.0,0.0,3,2.0,1.0,2480,1680,0,0.0,3
803000.0,0,7,0.0,0.0,2,1.0,1.5,1980,1440,0,0.0,3
355000.0,0,8,0.0,0.0,3,2.25,1.0,1980,1600,1,0.0,3
475000.0,0,7,2.0,0.0,4,2.0,1.0,1440,840,1,0.0,4
823000.0,0,9,0.0,0.0,3,2.5,2.0,2710,2560,0,0.0,4
395000.0,0,7,0.0,0.0,2,1.5,1.0,1160,1010,0,0.0,4
499000.0,0,7,0.0,0.0,4,3.75,2.0,1400,1900,1,14.0,3
420000.0,0,7,0.0,0.0,2,1.75,1.0,1330,800,1,15.0,3
961500.0,0,10,0.0,0.0,3,2.5,2.0,2280,3910,0,0.0,3
833000.0,0,9,0.0,0.0,4,1.75,1.0,2430,2260,0,0.0,3
479000.0,0,8,0.0,0.0,3,2.25,2.0,1860,2110,0,0.0,4
1150000.0,0,10,0.0,0.0,4,2.5,2.0,1770,3340,0,0.0,3
267000.0,0,6,0.0,0.0,3,1.0,1.5,1420,1400,0,0.0,3
555000.0,0,7,0.0,0.0,4,1.75,1.5,3030,1760,0,0.0,3
490000.0,0,8,0.0,0.0,3,2.5,2.0,1850,2010,0,0.0,4
619000.0,0,8,0.0,0.0,4,2.0,1.5,1670,1550,1,0.0,5
569950.0,0,7,0.0,0.0,5,2.75,1.0,2910,1600,1,0.0,4
549000.0,0,7,0.0,0.0,3,2.0,2.0,1120,1340,0,0.0,5
422500.0,0,7,0.0,0.0,3,1.75,1.5,2220,1560,0,35.0,3
400000.0,0,7,1.0,0.0,4,3.5,1.0,2580,2140,1,0.0,3
692500.0,0,9,0.0,0.0,4,2.75,2.0,2950,3710,0,0.0,3
310000.0,0,8,0.0,0.0,4,2.5,2.0,2890,2430,0,0.0,3
499900.0,0,8,2.0,0.0,3,1.75,1.0,2390,1630,1,0.0,3
492000.0,0,8,0.0,0.0,3,2.25,2.0,2050,2100,0,0.0,3
460000.0,0,9,0.0,0.0,2,2.5,1.0,1930,1880,0,0.0,3
800000.0,0,8,0.0,0.0,3,2.5,2.0,1630,1630,0,0.0,5
832600.0,0,7,0.0,0.0,4,1.0,1.5,1730,1640,0,0.0,3
470000.0,0,8,0.0,0.0,4,2.75,1.0,2600,1670,1,0.0,3
542000.0,0,8,0.0,0.0,2,2.0,1.0,1670,1930,0,0.0,3
1310000.0,0,10,2.0,0.0,4,4.5,2.0,3600,3600,1,0.0,3
308130.0,0,7,3.0,0.0,4,2.5,1.0,2300,1650,1,0.0,2
310000.0,0,7,0.0,0.0,2,1.0,1.0,1240,1050,0,0.0,3
235000.0,0,6,0.0,0.0,2,1.0,1.0,1130,1500,0,0.0,3
215000.0,0,6,0.0,0.0,3,1.0,1.0,1230,1150,0,0.0,4
210000.0,0,7,0.0,0.0,4,1.5,1.0,1550,1370,1,0.0,3
730000.0,0,10,0.0,0.0,4,2.75,2.0,3090,3660,0,0.0,3
