price,is_cust_build,grade,view,waterfront,lat,long,zipcode,sqft_living,bedrooms,bathrooms,floors,sqft_living15,sqft_above,date,has_basement,years_since_renovated
225000.0,0,7,0.0,0.0,47.2718,-122.291,98001,2030,3,2.0,1.0,1980,1220,5/28/2014,1,0.0
160000.0,0,6,0.0,0.0,47.4889,-122.259,98178,1180,2,1.0,1.0,1780,1180,5/27/2014,0,0.0
449500.0,0,8,0.0,0.0,47.4116,-122.029,98038,2430,4,2.0,1.0,2220,1310,10/9/2014,1,0.0
650000.0,0,7,0.0,0.0,47.6337,-122.199,98004,1300,3,1.0,1.0,1300,1300,8/28/2014,0,0.0
542126.0,0,8,0.0,0.0,47.7661,-122.071,98077,2360,4,2.5,2.0,2850,2360,7/16/2014,0,0.0
309950.0,0,7,0.0,0.0,47.4752,-121.755,98045,1200,3,1.5,1.0,1210,1200,9/19/2014,0,0.0
115000.0,0,5,0.0,0.0,47.2841,-122.255,98001,1000,2,1.0,1.0,1350,1000,12/5/2014,0,0.0
221700.0,0,7,0.0,0.0,47.3891,-122.282,98032,1556,2,1.5,1.0,2250,1556,12/31/2014,0,0.0
726000.0,0,8,0.0,0.0,47.6642,-122.362,98107,1890,3,2.5,1.5,1010,1460,1/27/2015,1,0.0
515000.0,0,7,0.0,0.0,47.5709,-122.388,98116,1810,3,1.75,1.0,1260,1010,11/19/2014,1,0.0
756000.0,0,9,0.0,0.0,47.5414,-122.133,98006,2730,4,2.5,2.0,3090,2730,8/26/2014,0,0.0
1570000.0,0,9,0.0,0.0,47.633,-122.283,98112,3070,4,3.75,2.0,2940,2400,5/27/2014,1,0.0
442000.0,0,8,0.0,0.0,47.6259,-122.051,98074,2080,4,2.25,1.0,2110,1220,5/21/2014,1,0.0
260000.0,0,7,0.0,0.0,47.395,-122.176,98031,1620,4,2.0,2.0,1710,1620,7/2/2014,0,0.0
390000.0,0,7,0.0,0.0,47.6357,-122.322,98102,1150,2,1.75,1.0,1440,770,9/10/2014,1,0.0
459500.0,0,7,0.0,0.0,47.6805,-122.38,98117,1250,2,1.0,1.0,1370,850,7/1/2014,1,0.0
330000.0,0,7,0.0,0.0,47.772,-122.322,98155,1430,3,1.5,1.0,1410,1430,9/30/2014,0,0.0
189000.0,0,6,0.0,0.0,47.4873,-122.324,98168,790,2,1.0,1.0,1110,790,11/3/2014,0,0.0
280000.0,0,7,0.0,0.0,47.3749,-122.225,98030,1200,3,1.0,1.5,1540,1200,12/11/2014,0,0.0
400000.0,0,7,0.0,0.0,47.7504,-122.306,98155,2110,2,1.75,1.0,1480,2110,5/5/2014,0,0.0
368000.0,0,6,0.0,0.0,47.4937,-122.184,98056,3160,4,2.0,1.0,1020,2410,3/25/2015,1,0.0
390000.0,0,8,0.0,0.0,47.45399999999999,-122.144,98058,2700,4,1.75,1.5,2220,2700,6/9/2014,0,0.0
245000.0,0,6,0.0,0.0,47.7321,-122.341,98133,820,2,1.0,1.0,1030,820,9/30/2014,0,0.0
375000.0,0,7,0.0,0.0,47.7463,-122.336,98133,1800,4,2.5,1.0,1780,1200,8/6/2014,1,0.0
465000.0,0,6,0.0,0.0,47.6995,-122.174,98033,1750,5,1.5,1.0,1560,1390,1/30/2015,1,0.0
445000.0,0,7,0.0,0.0,47.5018,-122.126,98059,1540,3,2.0,1.0,1250,1540,3/12/2015,0,0.0
250000.0,0,7,0.0,0.0,47.5239,-122.288,98118,1130,3,1.0,1.0,1170,1130,3/5/2015,0,0.0
475500.0,0,8,0.0,0.0,47.7135,-122.332,98133,1500,3,1.0,1.0,1440,1500,10/3/2014,0,0.0
672324.0,0,8,0.0,0.0,47.6709,-122.276,98105,1600,2,1.75,1.5,2310,1600,8/4/2014,0,0.0
420000.0,0,6,0.0,0.0,47.6936,-122.294,98115,1200,3,2.0,1.0,1510,880,6/23/2014,1,0.0
515000.0,0,7,0.0,0.0,47.6801,-122.38,98117,1690,3,2.0,1.5,1690,1690,12/29/2014,0,0.0
732350.0,0,9,0.0,0.0,47.6612,-122.148,98052,2270,4,2.5,2.0,2450,2270,11/5/2014,0,0.0
297500.0,0,7,0.0,0.0,47.3608,-122.036,98038,1910,4,2.5,2.0,2020,1910,6/5/2014,0,0.0
475000.0,0,8,0.0,0.0,47.6869,-122.317,98115,1640,3,1.5,1.5,1490,1640,10/8/2014,0,0.0
414000.0,0,7,0.0,0.0,47.7241,-121.957,98019,2120,4,2.5,2.0,2230,2120,5/5/2015,0,0.0
357250.0,0,6,0.0,0.0,47.7273,-122.309,98125,1400,3,1.5,1.0,1260,1400,6/26/2014,0,0.0
289950.0,0,6,0.0,0.0,47.7168,-122.34,98133,760,2,1.0,1.0,950,760,10/30/2014,0,0.0
550000.0,0,6,0.0,0.0,47.5683,-122.285,98118,1070,3,1.0,1.0,1290,1070,5/5/2015,0,0.0
446000.0,0,7,0.0,0.0,47.7434,-122.242,98028,1460,3,1.75,1.0,1460,960,4/23/2015,1,0.0
279000.0,0,5,0.0,0.0,47.3895,-122.023,98038,1280,3,1.5,1.5,1590,1280,10/15/2014,0,0.0
370000.0,0,7,0.0,0.0,47.7729,-122.172,98011,1650,3,2.25,2.0,1890,1650,8/21/2014,0,0.0
216000.0,0,6,0.0,0.0,47.4401,-122.279,98188,1260,3,2.0,1.0,1300,1260,10/17/2014,0,0.0
1100000.0,0,7,1.0,0.0,47.5809,-122.191,98004,2200,3,2.5,1.0,3050,1400,6/21/2014,1,0.0
1280000.0,0,8,1.0,0.0,47.5657,-122.23,98040,3560,4,2.5,1.0,3680,2060,10/20/2014,1,0.0
355000.0,0,7,1.0,0.0,47.5707,-122.359,98106,1140,2,1.5,1.0,1500,630,2/17/2015,1,0.0
699000.0,0,9,0.0,0.0,47.6441,-122.113,98008,2550,4,2.5,2.0,2330,2550,9/11/2014,0,0.0
412000.0,0,8,0.0,0.0,47.7049,-122.34,98133,1553,3,2.5,3.0,1509,1553,9/2/2014,0,0.0
276000.0,0,6,0.0,0.0,47.5265,-121.823,98065,1140,2,1.0,1.0,1110,1140,2/5/2015,0,69.0
100000.0,0,6,0.0,0.0,47.4933,-122.245,98178,790,2,1.0,1.0,1380,790,9/4/2014,0,0.0
955500.0,0,8,0.0,0.0,47.6427,-122.363,98119,2130,4,1.75,1.5,1900,2130,7/1/2014,0,0.0
199000.0,0,7,0.0,0.0,47.4454,-122.185,98058,1390,3,1.0,1.0,1560,1390,3/29/2015,0,0.0
762000.0,0,9,0.0,0.0,47.5433,-121.887,98065,4000,4,3.5,2.0,3550,4000,6/25/2014,0,0.0
425000.0,0,7,0.0,0.0,47.7357,-122.193,98034,1520,4,2.0,1.0,1520,1520,5/6/2014,0,0.0
546000.0,0,7,0.0,0.0,47.5699,-122.389,98116,1657,2,1.0,2.0,2050,1657,11/4/2014,0,0.0
419600.0,0,7,0.0,0.0,47.7554,-122.353,98133,1680,3,1.75,1.0,1890,1180,4/20/2015,1,0.0
735000.0,0,8,0.0,0.0,47.6528,-122.408,98199,2270,4,2.25,1.0,1800,1340,6/23/2014,1,0.0
1230000.0,0,11,0.0,0.0,47.6182,-122.312,98112,2470,2,2.5,3.0,2440,1910,4/22/2015,1,0.0
445000.0,0,7,0.0,0.0,47.6793,-122.395,98117,1240,2,2.0,2.0,1660,1240,7/7/2014,0,0.0
665000.0,0,8,0.0,0.0,47.4914,-121.763,98045,1740,3,2.0,1.0,2630,1740,1/6/2015,0,31.0
1290000.0,0,11,0.0,0.0,47.7161,-122.219,98034,4090,5,3.5,1.0,1880,2920,3/17/2015,1,0.0
508500.0,0,8,0.0,0.0,47.6225,-122.064,98074,2520,4,2.75,2.0,2520,1720,12/8/2014,1,0.0
345950.0,0,8,0.0,0.0,47.736,-122.295,98155,1340,5,1.0,1.5,1390,1340,12/10/2014,0,0.0
207500.0,0,7,0.0,0.0,47.3256,-122.141,98042,1640,3,1.0,1.0,1200,1640,1/13/2015,0,0.0
1080000.0,0,8,0.0,0.0,47.5347,-122.227,98040,3000,4,2.5,1.0,2380,1550,12/4/2014,1,0.0
640000.0,0,8,0.0,0.0,47.6317,-122.301,98112,1210,3,1.0,2.0,1560,1210,11/10/2014,0,0.0
329500.0,0,7,0.0,0.0,47.4482,-122.462,98070,1810,3,1.0,1.0,1400,1360,3/23/2015,1,0.0
460000.0,0,8,0.0,0.0,47.7713,-122.259,98028,2200,4,2.75,1.0,2120,1500,10/21/2014,1,0.0
1230000.0,0,8,1.0,0.0,47.6074,-122.213,98004,2200,3,1.75,1.5,2850,2200,6/30/2014,0,17.0
805000.0,0,7,3.0,0.0,47.558,-122.266,98118,2350,5,3.0,2.0,1840,1650,11/20/2014,1,58.0
200000.0,0,6,0.0,0.0,47.3425,-122.082,98042,1090,3,1.5,1.0,1230,1090,12/18/2014,0,0.0
749700.0,0,8,0.0,0.0,47.4804,-122.151,98059,2280,3,1.75,1.0,2460,1460,2/17/2015,1,0.0
535000.0,0,7,0.0,0.0,47.6815,-122.382,98117,1520,2,1.0,1.0,1470,830,12/15/2014,1,0.0
330000.0,0,7,2.0,0.0,47.5048,-122.241,98178,1620,3,2.25,1.0,1620,1280,10/28/2014,1,0.0
479200.0,0,7,0.0,0.0,47.5737,-122.383,98116,1510,3,2.0,1.5,1500,1510,7/30/2014,0,0.0
373000.0,0,8,0.0,0.0,47.3727,-122.177,98042,3001,5,2.5,2.0,2340,3001,5/13/2014,0,0.0
355000.0,0,7,0.0,0.0,47.5019,-122.235,98178,2020,4,1.5,1.0,1710,1010,3/19/2015,1,0.0
275000.0,0,7,0.0,0.0,47.3661,-122.021,98038,1380,3,2.0,1.0,1620,1380,6/2/2014,0,0.0
380000.0,0,7,0.0,0.0,47.5284,-122.387,98136,1520,3,1.5,1.0,1660,1020,6/20/2014,1,0.0
417000.0,0,7,0.0,0.0,47.6677,-122.324,98105,1090,2,1.75,1.0,1390,790,2/9/2015,1,0.0
1170000.0,0,11,0.0,0.0,47.5869,-121.967,98075,4220,5,3.75,2.0,4630,4220,10/21/2014,0,0.0
598500.0,0,10,0.0,0.0,47.6381,-122.062,98074,2520,3,2.25,1.0,2510,2520,9/26/2014,0,0.0
629000.0,0,7,0.0,0.0,47.6408,-122.403,98199,1760,3,2.0,1.0,1380,960,6/2/2014,1,0.0
226950.0,0,6,0.0,0.0,47.4868,-122.33,98168,930,2,1.0,1.0,1250,930,10/9/2014,0,0.0
1230000.0,0,9,0.0,0.0,47.7076,-122.377,98177,2600,4,2.5,1.5,2840,2200,12/31/2014,1,0.0
415000.0,0,8,0.0,0.0,47.5162,-122.176,98056,2180,3,2.25,1.0,2350,1700,2/3/2015,1,0.0
595000.0,0,8,0.0,0.0,47.5491,-122.005,98029,1910,3,2.5,2.0,1940,1910,4/22/2015,0,0.0
209950.0,0,6,0.0,0.0,47.3625,-122.084,98042,1100,3,1.75,1.0,1050,1100,10/28/2014,0,0.0
568000.0,0,7,0.0,0.0,47.6735,-122.041,98053,1760,3,1.75,1.0,2320,1760,5/7/2015,0,0.0
119900.0,0,6,0.0,0.0,47.4976,-122.262,98178,700,2,1.0,1.0,1760,480,10/21/2014,1,0.0
207000.0,0,7,0.0,0.0,47.3215,-122.351,98023,1080,3,1.0,1.0,1230,1080,8/26/2014,0,0.0
195000.0,0,7,0.0,0.0,47.3278,-122.262,98001,1070,3,1.0,1.0,1880,1070,12/15/2014,0,0.0
324950.0,0,7,0.0,0.0,47.4561,-122.357,98166,1460,3,1.5,1.0,1400,1460,6/24/2014,0,0.0
210000.0,0,6,0.0,0.0,47.7294,-122.341,98133,1050,1,1.0,1.0,1420,1050,12/22/2014,0,0.0
1080000.0,0,9,0.0,0.0,47.6367,-121.958,98053,3160,4,2.75,2.0,1890,3160,4/25/2015,0,0.0
325088.0,0,7,0.0,0.0,47.5402,-122.298,98108,1400,4,1.0,1.0,1500,1000,12/4/2014,1,0.0
790000.0,0,8,0.0,0.0,47.444,-122.187,98058,3120,4,3.0,2.0,1580,3120,1/16/2015,0,0.0
150000.0,0,5,0.0,0.0,47.422,-122.066,98058,720,2,1.0,1.0,2010,720,11/25/2014,0,0.0
790000.0,0,10,0.0,0.0,47.469,-122.063,98059,2840,3,3.0,2.0,2070,2840,10/30/2014,0,0.0
255000.0,0,6,0.0,0.0,47.5727,-122.372,98126,1220,2,1.0,1.0,1540,770,5/12/2014,1,0.0
697000.0,0,7,0.0,0.0,47.6813,-122.367,98117,2820,4,3.0,1.5,1570,1860,11/7/2014,1,0.0
457500.0,0,7,0.0,0.0,47.6803,-122.371,98117,840,2,1.0,1.0,1240,840,11/4/2014,0,0.0
690000.0,0,8,0.0,0.0,47.6825,-122.307,98115,1610,3,2.0,1.5,1740,1610,5/19/2014,0,0.0
967000.0,0,9,0.0,0.0,47.6785,-122.351,98103,1860,4,3.25,2.0,1860,1860,3/11/2015,0,15.0
980000.0,0,9,1.0,0.0,47.5498,-122.214,98040,2260,4,1.75,1.0,2880,2260,4/29/2015,0,0.0
619420.0,0,9,0.0,0.0,47.5261,-122.162,98059,2450,4,2.75,2.0,2330,2450,5/21/2014,0,0.0
389000.0,0,6,0.0,0.0,47.6742,-122.35,98103,850,2,1.0,1.0,1460,850,10/13/2014,0,0.0
500000.0,0,7,0.0,0.0,47.5616,-122.275,98118,1800,3,1.0,1.0,1740,1020,12/10/2014,1,0.0
569000.0,0,7,1.0,0.0,47.5808,-122.189,98004,1230,4,1.75,1.0,2380,1090,9/26/2014,1,0.0
425000.0,0,7,0.0,0.0,47.734,-122.19,98034,2060,4,2.25,1.0,1560,1540,7/28/2014,1,0.0
635000.0,0,8,0.0,0.0,47.5691,-122.284,98118,2750,4,2.25,1.0,1740,1500,5/21/2014,1,0.0
256500.0,0,6,0.0,0.0,47.3735,-122.43,98070,1120,2,1.0,1.0,1540,1120,5/19/2014,0,0.0
695000.0,0,8,0.0,0.0,47.7389,-122.221,98028,3010,4,2.5,2.0,2810,3010,1/23/2015,0,0.0
535000.0,0,7,0.0,0.0,47.6735,-122.393,98107,1580,4,1.5,1.5,1580,1390,7/30/2014,1,0.0
454200.0,0,8,0.0,0.0,47.4977,-122.163,98059,2630,4,2.5,2.0,2630,2630,4/10/2015,0,0.0
418500.0,0,6,0.0,0.0,47.6973,-122.36,98117,790,2,1.0,1.0,1460,790,1/23/2015,0,0.0
749950.0,0,9,0.0,0.0,47.7355,-122.095,98072,3110,4,2.75,2.0,2790,3110,6/5/2014,0,0.0
338500.0,0,8,0.0,0.0,47.4489,-122.456,98070,2130,3,1.75,1.0,1750,1370,10/19/2014,1,0.0
1250000.0,0,10,2.0,0.0,47.5897,-122.229,98040,4520,4,3.75,1.5,3380,3270,7/22/2014,1,0.0
299950.0,0,8,0.0,0.0,47.339,-122.266,98001,1600,3,2.5,2.0,1890,1600,7/11/2014,0,0.0
325000.0,0,7,0.0,0.0,47.4999,-122.327,98168,1950,4,1.75,1.0,1760,1330,7/31/2014,1,0.0
434000.0,0,8,0.0,0.0,47.7688,-122.218,98011,2010,4,3.0,2.0,2090,2010,8/26/2014,0,0.0
328950.0,0,7,0.0,0.0,47.4286,-122.179,98058,2550,4,1.75,1.0,2220,1300,7/1/2014,1,0.0
2100000.0,0,10,3.0,0.0,47.5795,-122.285,98144,5340,5,3.75,2.5,3910,3740,5/19/2014,1,0.0
570000.0,0,8,0.0,0.0,47.5851,-122.072,98075,2000,4,2.0,2.0,2420,2000,4/29/2015,0,0.0
802000.0,0,8,0.0,0.0,47.6937,-122.338,98103,2170,3,2.25,2.0,1700,2170,9/16/2014,0,0.0
525000.0,0,7,0.0,0.0,47.6572,-122.335,98103,1550,3,1.0,1.5,2370,1550,10/24/2014,0,0.0
700000.0,0,8,0.0,0.0,47.627,-122.361,98119,2790,6,3.0,2.5,2590,2790,2/2/2015,0,0.0
350000.0,0,6,0.0,0.0,47.4012,-122.11,98042,1980,3,1.75,1.0,2180,1040,3/19/2015,1,21.0
277500.0,0,7,0.0,0.0,47.7274,-122.357,98133,1190,2,1.5,3.0,1390,1190,2/18/2015,0,0.0
1580000.0,0,10,0.0,0.0,47.6215,-122.224,98004,3650,5,2.75,1.0,3220,2360,5/12/2014,1,0.0
195000.0,0,6,0.0,0.0,47.2052,-121.987,98022,1510,3,1.0,1.5,1210,1510,9/19/2014,0,0.0
222000.0,0,7,0.0,0.0,47.325,-122.205,98002,1200,3,2.0,1.0,1430,1200,8/21/2014,0,0.0
865000.0,0,8,0.0,0.0,47.5743,-122.209,98040,2830,5,3.0,1.0,2260,1500,4/16/2015,1,0.0
445000.0,0,7,0.0,0.0,47.5834,-122.307,98144,1650,4,2.0,1.0,1540,1000,5/9/2014,1,0.0
495800.0,0,7,0.0,0.0,47.6847,-122.318,98115,1710,4,1.5,1.5,1740,1710,12/9/2014,0,0.0
548500.0,0,7,0.0,0.0,47.6059,-122.3,98122,1740,3,1.0,1.5,1720,1740,4/3/2015,0,0.0
310000.0,0,7,0.0,0.0,47.429,-122.154,98058,1840,3,1.75,1.0,1590,1220,5/7/2014,1,0.0
205000.0,0,7,0.0,0.0,47.4479,-122.213,98055,1820,3,1.5,1.0,1740,1820,7/11/2014,0,0.0
470000.0,0,7,0.0,0.0,47.3694,-122.032,98038,3860,5,3.75,2.0,3000,3860,9/10/2014,0,0.0
430000.0,0,7,0.0,0.0,47.3392,-121.897,98010,1810,3,1.5,1.5,2480,1810,4/23/2015,0,0.0
310000.0,0,7,0.0,0.0,47.7263,-122.314,98125,1030,2,2.0,3.0,1439,1030,5/1/2015,0,0.0
355000.0,0,7,0.0,0.0,47.7604,-122.331,98133,1410,4,1.0,1.5,1330,1410,3/25/2015,0,0.0
621500.0,0,8,2.0,0.0,47.4797,-122.358,98166,2140,5,2.5,1.0,2600,1370,1/27/2015,1,0.0
175000.0,0,7,0.0,0.0,47.4869,-122.34,98146,1930,6,1.5,1.0,1780,1030,6/10/2014,1,0.0
326000.0,0,7,0.0,0.0,47.4869,-122.34,98146,1930,6,1.5,1.0,1780,1030,1/7/2015,1,0.0
690000.0,0,7,2.0,0.0,47.5679,-122.409,98116,1930,4,3.5,1.5,1500,1930,9/12/2014,0,0.0
335000.0,0,8,0.0,0.0,47.3554,-122.298,98003,2210,4,2.5,2.0,2270,2210,8/19/2014,0,0.0
197000.0,0,7,0.0,0.0,47.4551,-122.272,98188,1360,4,1.0,1.0,1340,1360,2/24/2015,0,0.0
312500.0,0,7,0.0,0.0,47.4667,-122.214,98055,1830,3,1.75,1.0,1790,930,7/3/2014,1,12.0
436000.0,0,7,0.0,0.0,47.7461,-122.324,98155,2120,3,2.25,1.0,1880,1420,10/29/2014,1,0.0
1020000.0,0,8,0.0,0.0,47.6734,-122.329,98103,2700,4,2.5,2.0,2080,2700,10/1/2014,0,0.0
805000.0,0,9,1.0,0.0,47.5672,-122.111,98006,3160,4,2.5,2.0,3460,2250,8/26/2014,1,0.0
652427.0,0,8,0.0,0.0,47.6268,-122.05,98074,2770,4,2.25,2.0,2400,2770,1/5/2015,0,0.0
1010000.0,0,9,0.0,0.0,47.6483,-122.163,98005,2240,3,2.5,1.0,2900,2240,10/18/2014,0,28.0
355000.0,0,9,0.0,0.0,47.3324,-122.17,98092,2570,4,2.5,2.0,2520,2570,11/6/2014,0,0.0
334550.0,0,7,0.0,0.0,47.7436,-122.356,98133,880,2,1.0,1.0,1960,880,7/29/2014,0,0.0
557500.0,0,8,0.0,0.0,47.6382,-122.11,98052,1820,3,2.25,2.0,2160,1820,7/8/2014,0,0.0
277500.0,0,7,0.0,0.0,47.4678,-122.294,98188,1660,4,2.25,1.0,1640,1110,11/3/2014,1,0.0
300000.0,0,6,0.0,0.0,47.4476,-122.169,98058,2200,4,3.0,1.0,1430,2200,7/7/2014,0,0.0
325000.0,0,7,0.0,0.0,47.7017,-122.354,98133,1640,4,1.0,1.5,1230,1460,2/25/2015,1,0.0
402500.0,0,7,0.0,0.0,47.5803,-122.294,98144,1650,4,2.0,1.0,1480,760,3/19/2015,1,7.0
461000.0,0,7,0.0,0.0,47.6151,-122.145,98007,1420,3,1.75,1.0,2250,1420,8/20/2014,0,0.0
540000.0,0,7,0.0,0.0,47.6896,-122.357,98103,1270,3,1.0,1.5,1270,1270,3/27/2015,0,0.0
385000.0,0,7,0.0,0.0,47.5529,-122.305,98108,1070,3,1.0,1.0,1090,1070,3/16/2015,0,0.0
480000.0,0,7,0.0,0.0,47.6725,-122.329,98103,1060,2,1.0,1.0,1470,860,7/8/2014,1,0.0
539950.0,0,8,1.0,0.0,47.5243,-122.204,98056,2190,3,2.25,1.0,3500,1240,6/9/2014,1,0.0
529000.0,0,9,0.0,0.0,47.5636,-121.932,98024,1940,3,2.25,2.0,2580,1940,7/18/2014,0,0.0
417000.0,0,7,0.0,0.0,47.6591,-122.392,98199,1300,3,2.5,2.0,1320,1060,8/20/2014,1,0.0
405000.0,0,7,0.0,0.0,47.5263,-122.051,98027,1330,3,1.5,1.0,2310,1330,2/17/2015,0,0.0
299000.0,0,8,0.0,0.0,47.3133,-122.364,98023,1940,3,2.25,1.0,2080,1630,7/23/2014,1,0.0
299000.0,0,7,0.0,0.0,47.2924,-122.271,98001,2100,3,1.75,1.0,1330,2100,8/13/2014,0,0.0
372220.0,0,7,0.0,0.0,47.5266,-122.392,98136,1290,3,1.0,1.0,1680,980,5/14/2014,1,0.0
494400.0,0,6,0.0,0.0,47.6347,-122.355,98109,1560,2,1.75,1.0,1850,780,5/22/2014,1,0.0
280000.0,0,7,0.0,0.0,47.4878,-122.221,98055,2630,3,1.75,1.0,2520,1330,9/24/2014,1,0.0
277950.0,0,7,0.0,0.0,47.2917,-122.375,98023,2100,3,2.5,2.0,2091,2100,11/21/2014,0,0.0
770000.0,0,8,0.0,0.0,47.4659,-122.116,98058,2070,3,2.75,2.0,2190,2070,12/19/2014,0,0.0
760000.0,0,10,0.0,0.0,47.7477,-122.117,98072,2960,4,2.5,2.0,3510,2960,10/8/2014,0,0.0
230000.0,0,7,0.0,0.0,47.3623,-122.309,98198,1300,2,2.0,1.0,1510,1300,1/26/2015,0,0.0
525000.0,0,9,0.0,0.0,47.7709,-122.297,98155,2520,4,2.5,2.0,2000,2520,10/2/2014,0,0.0
307000.0,0,7,0.0,0.0,47.4963,-121.787,98045,1150,3,1.0,1.5,1210,1150,7/1/2014,0,0.0
253779.0,0,6,0.0,0.0,47.4459,-122.272,98188,2030,4,2.0,1.5,1820,1430,6/18/2014,1,0.0
405000.0,0,8,0.0,0.0,47.7743,-122.27,98155,1880,3,1.5,1.0,1820,1480,6/17/2014,1,0.0
360000.0,0,6,0.0,0.0,47.504,-122.362,98146,2320,2,1.0,2.0,1620,2320,3/12/2015,0,0.0
521000.0,0,6,3.0,0.0,47.5577,-122.399,98116,1050,2,1.0,1.5,2540,1050,5/11/2015,0,0.0
680000.0,0,9,0.0,0.0,47.6313,-122.172,98005,3030,4,2.5,2.0,2940,3030,9/26/2014,0,0.0
355000.0,0,4,2.0,0.0,47.6412,-122.079,98074,530,1,0.75,1.0,2830,530,12/3/2014,0,0.0
200000.0,0,7,0.0,0.0,47.3639,-122.109,98042,1090,3,1.5,1.0,1240,1090,6/23/2014,0,0.0
330000.0,0,7,0.0,0.0,47.5188,-122.265,98118,2220,3,2.25,1.0,1930,1330,7/8/2014,1,0.0
221000.0,0,7,0.0,0.0,47.3116,-122.358,98023,1430,3,2.25,2.0,1600,1430,8/12/2014,0,0.0
1600000.0,0,11,4.0,0.0,47.5922,-122.388,98116,3780,4,4.5,2.0,2660,2770,2/4/2015,1,43.0
310000.0,0,6,0.0,0.0,47.7248,-122.325,98125,1560,2,1.0,1.0,1760,780,7/23/2014,1,0.0
862000.0,0,8,0.0,0.0,47.6418,-122.394,98199,2220,4,2.25,1.5,2020,1310,4/9/2015,1,0.0
200000.0,0,7,0.0,0.0,47.4773,-122.28,98168,1140,3,1.5,1.0,1140,1140,6/19/2014,0,0.0
630000.0,0,7,0.0,0.0,47.6317,-122.124,98008,2540,4,2.5,1.0,1560,2540,9/30/2014,0,0.0
432250.0,0,7,0.0,0.0,47.5658,-122.018,98029,1440,3,2.25,2.0,1740,1440,3/20/2015,0,0.0
478000.0,0,7,0.0,0.0,47.6843,-122.185,98033,1570,3,2.25,1.0,2250,1070,1/23/2015,1,0.0
249000.0,0,7,0.0,0.0,47.3612,-122.284,98032,1860,4,2.25,1.0,1860,1400,7/23/2014,1,0.0
495000.0,0,9,0.0,0.0,47.5485,-122.302,98108,2440,5,3.0,1.0,1420,1450,6/5/2014,1,0.0
630000.0,0,7,2.0,0.0,47.6146,-122.114,98008,2100,4,2.5,1.0,2000,1240,11/13/2014,1,0.0
550000.0,0,8,0.0,0.0,47.637,-121.969,98053,2150,4,2.5,2.0,2150,2150,6/26/2014,0,0.0
350000.0,0,8,0.0,0.0,47.3672,-122.126,98042,2440,3,2.5,2.0,2530,2440,9/19/2014,0,0.0
270000.0,0,7,0.0,0.0,47.4503,-122.157,98058,1930,5,1.5,2.0,1480,1930,12/2/2014,0,0.0
488250.0,0,7,0.0,0.0,47.695,-122.176,98033,1830,4,2.0,1.0,1970,1830,10/7/2014,0,0.0
248000.0,0,7,0.0,0.0,47.3087,-122.354,98023,1850,4,3.5,2.0,1280,1130,5/16/2014,1,0.0
889000.0,0,9,0.0,0.0,47.5203,-122.393,98136,3210,4,3.5,3.0,1360,3210,8/14/2014,0,0.0
375000.0,0,6,0.0,0.0,47.6999,-122.391,98117,1090,1,1.0,1.0,2160,980,8/27/2014,1,0.0
933000.0,0,7,2.0,0.0,47.6221,-122.325,98102,1870,3,1.5,2.0,1820,1870,11/26/2014,0,0.0
625000.0,0,8,2.0,0.0,47.5578,-122.132,98006,1920,3,2.25,1.0,2490,1460,1/2/2015,1,0.0
328000.0,0,6,0.0,0.0,47.5577,-122.391,98116,700,2,1.0,1.0,1620,700,7/28/2014,0,0.0
470000.0,0,8,2.0,0.0,47.4438,-122.34,98166,3380,4,2.25,1.0,2390,1690,7/18/2014,1,0.0
502500.0,0,8,0.0,0.0,47.5237,-122.199,98056,2430,5,2.5,2.0,2150,2430,2/13/2015,0,0.0
484000.0,0,7,0.0,0.0,47.7424,-122.091,98072,1950,3,1.75,1.0,1900,1210,4/7/2015,1,0.0
252500.0,0,6,0.0,0.0,47.6481,-121.916,98014,900,2,1.0,1.0,1190,900,8/7/2014,0,0.0
610000.0,0,8,0.0,0.0,47.5615,-122.165,98006,2060,3,2.5,2.0,2650,2060,8/21/2014,0,0.0
419000.0,0,8,0.0,0.0,47.7675,-122.279,98155,2180,4,2.0,1.0,2190,1280,7/25/2014,1,0.0
322500.0,0,8,0.0,0.0,47.2649,-122.218,98092,2140,4,2.25,2.0,2030,2140,7/17/2014,0,0.0
563000.0,0,7,0.0,0.0,47.6342,-122.353,98109,1730,6,1.0,1.5,1630,1250,1/6/2015,1,0.0
464000.0,0,9,0.0,0.0,47.3826,-122.146,98042,3140,4,2.5,2.0,2650,3140,3/24/2015,0,0.0
870000.0,0,10,3.0,0.0,47.6933,-122.272,98115,3010,4,4.25,2.0,2540,1940,6/17/2014,1,0.0
280000.0,0,8,0.0,0.0,47.6972,-122.341,98103,800,2,1.5,2.0,1020,800,2/3/2015,0,0.0
850000.0,0,9,0.0,0.0,47.5599,-122.121,98006,3300,3,2.5,2.0,3280,3300,9/12/2014,0,0.0
458950.0,0,7,0.0,0.0,47.6888,-122.308,98115,1530,2,1.0,1.0,1580,1130,10/22/2014,1,0.0
122000.0,0,6,0.0,0.0,47.483,-122.33,98168,760,2,1.0,1.0,1710,760,4/22/2015,0,0.0
525000.0,0,7,0.0,0.0,47.6828,-122.388,98117,2450,5,3.0,2.0,1060,2450,5/13/2014,0,0.0
286300.0,0,7,0.0,0.0,47.4789,-121.779,98045,1000,2,1.0,1.0,1490,1000,7/16/2014,0,0.0
